timestamp,market-price
1315958400000,6.19
1316217600000,5.18
1316476800000,5.89
1316736000000,5.8
1316995200000,5.49
1317254400000,4.95
1317513600000,5.27
1317772800000,5.03
1318032000000,4.79
1318291200000,4.23
1318550400000,4.37
1318809600000,3.87
1319068800000,2.59
1319328000000,3.31
1319587200000,3
1319846400000,3.39
1320105600000,3.38
1320364800000,3.28
1320624000000,3.04
1320883200000,3.09
1321142400000,3.11
1321401600000,2.67
1321660800000,2.37
1321920000000,2.3
1322179200000,2.48
1322438400000,2.51
1322697600000,3
1322956800000,3.1
1323216000000,3.06
1323475200000,3.04
1323734400000,3.33
1323993600000,3.2
1324252800000,3.36
1324512000000,4.08
1324771200000,4.06
1325030400000,4.09
1325289600000,4.47
1325548800000,5.45
1325808000000,6.6
1326067200000,7.2
1326326400000,7.1
1326585600000,6.81
1326844800000,6.97
1327104000000,6.57
1327363200000,6.47
1327622400000,6.08
1327881600000,5.72
1328140800000,5.77
1328400000000,5.99
1328659200000,5.74
1328918400000,5.94
1329177600000,5.69
1329436800000,4.74
1329696000000,4.38
1329955200000,4.63
1330214400000,5.05
1330473600000,4.98
1330732800000,4.94
1330992000000,5.04
1331251200000,4.99
1331510400000,4.98
1331769600000,5.45
1332028800000,5.4
1332288000000,4.95
1332547200000,4.81
1332806400000,4.74
1333065600000,4.85
1333324800000,4.97
1333584000000,4.96
1333843200000,4.94
1334102400000,4.9
1334361600000,4.97
1334620800000,4.99
1334880000000,5.19
1335139200000,5.3
1335398400000,5.16
1335657600000,5.09
1335916800000,5.04
1336176000000,5.15
1336435200000,5.1
1336694400000,5.1
1336953600000,5.01
1337212800000,5.1
1337472000000,5.14
1337731200000,5.13
1337990400000,5.15
1338249600000,5.16
1338508800000,5.21
1338768000000,5.27
1339027200000,5.48
1339286400000,5.68
1339545600000,5.76
1339804800000,6.27
1340064000000,6.48
1340323200000,6.8
1340582400000,6.56
1340841600000,6.58
1341100800000,6.69
1341360000000,6.71
1341619200000,6.74
1341878400000,6.98
1342137600000,7.46
1342396800000,7.8
1342656000000,9.37
1342915200000,9.53
1343174400000,8.91
1343433600000,8.95
1343692800000,9.22
1343952000000,10.12
1344211200000,11.21
1344470400000,11.35
1344729600000,11.64
1344988800000,12.3
1345248000000,15.37
1345507200000,10.45
1345766400000,10.25
1346025600000,10.99
1346284800000,11.14
1346544000000,10.36
1346803200000,10.59
1347062400000,11.27
1347321600000,11.14
1347580800000,11.48
1347840000000,11.98
1348099200000,12.63
1348358400000,12.4
1348617600000,12.24
1348876800000,12.46
1349136000000,12.58
1349395200000,13.07
1349654400000,12.58
1349913600000,12.16
1350172800000,12.1
1350432000000,11.99
1350691200000,11.94
1350950400000,11.86
1351209600000,11.56
1351468800000,10.69
1351728000000,11.17
1351987200000,10.62
1352246400000,10.97
1352505600000,11.04
1352764800000,11.17
1353024000000,11.28
1353283200000,11.82
1353542400000,11.9
1353801600000,12.46
1354060800000,12.5
1354320000000,12.66
1354579200000,12.75
1354838400000,13.69
1355097600000,13.53
1355356800000,13.8
1355616000000,13.75
1355875200000,13.4
1356134400000,13.63
1356393600000,13.45
1356652800000,13.51
1356912000000,13.57
1357171200000,13.42
1357430400000,13.54
1357689600000,13.84
1357948800000,14.31
1358208000000,14.34
1358467200000,15.53
1358726400000,16.15
1358985600000,17.97
1359244800000,17.71
1359504000000,19.78
1359763200000,21.25
1360022400000,20.99
1360281600000,22.15
1360540800000,23.97
1360800000000,24.3
1361059200000,27.39
1361318400000,29.48
1361577600000,30.52
1361836800000,30.4
1362096000000,33.36
1362355200000,34.25
1362614400000,42
1362873600000,46.93
1363132800000,44.32
1363392000000,46.9
1363651200000,52.12
1363910400000,70.25
1364169600000,71.93
1364428800000,88.8
1364688000000,92.5
1364947200000,117.34
1365206400000,142.1
1365465600000,186.96
1365724800000,124.9
1365984000000,100
1366243200000,93.9
1366502400000,127.5
1366761600000,142.5
1367020800000,137
1367280000000,144.54
1367539200000,103.3
1367798400000,115.98
1368057600000,113.35
1368316800000,115.68
1368576000000,112
1368835200000,123.32
1369094400000,122.02
1369353600000,126.7
1369612800000,133.5
1369872000000,132.3
1370131200000,129.3
1370390400000,121.42
1370649600000,111.5
1370908800000,106.1
1371168000000,103.9
1371427200000,99.9
1371686400000,107.68
1371945600000,108.35
1372204800000,103.89
1372464000000,94.65
1372723200000,87
1372982400000,80.04
1373241600000,75
1373500800000,87.9
1373760000000,98
1374019200000,97.05
1374278400000,92
1374537600000,91.99
1374796800000,97
1375056000000,98.7
1375315200000,106.2
1375574400000,104.95
1375833600000,106.56
1376092800000,102.8
1376352000000,106.64
1376611200000,98.08
1376870400000,99.3
1377129600000,110.43
1377388800000,109.04
1377648000000,117.72
1377907200000,124.84
1378166400000,130.09
1378425600000,122.63
1378684800000,118.18
1378944000000,126.54
1379203200000,124.05
1379462400000,139.15
1379721600000,123.04
1379980800000,122.65
1380240000000,124.65
1380499200000,127.01
1380758400000,103.85
1381017600000,121.2
1381276800000,124.12
1381536000000,127.41
1381795200000,135.17
1382054400000,143.94
1382313600000,186.12
1382572800000,203.7
1382832000000,179.56
1383091200000,216
1383350400000,203
1383609600000,229.95
1383868800000,291.02
1384128000000,328
1384387200000,393
1384646400000,437.24
1384905600000,547
1385164800000,795
1385424000000,814.56
1385683200000,1014.1
1385942400000,955.01
1386201600000,1136.9
1386460800000,705.91
1386720000000,978.76
1386979200000,885
1387238400000,690
1387497600000,685.3
1387756800000,614.11
1388016000000,679.02
1388275200000,715
1388534400000,732
1388793600000,807.39
1389052800000,915.69
1389312000000,826.28
1389571200000,844.04
1389830400000,841.83
1390089600000,811.2
1390348800000,824.78
1390608000000,780.02
1390867200000,747.57
1391126400000,800
1391385600000,814.34
1391644800000,781
1391904000000,680.8
1392163200000,675.1
1392422400000,670.29
1392681600000,629.96
1392940800000,563
1393200000000,611.05
1393459200000,585.21
1393718400000,567.48
1393977600000,673.28
1394236800000,631.99
1394496000000,629.33
1394755200000,641.01
1395014400000,634.99
1395273600000,611.2
1395532800000,563.01
1395792000000,585.79
1396051200000,499.6
1396310400000,457.49
1396569600000,448.72
1396828800000,458
1397088000000,441.93
1397347200000,423.37
1397606400000,523
1397865600000,482.11
1398124800000,498.38
1398384000000,502.15
1398643200000,438.8
1398902400000,452.03
1399161600000,440
1399420800000,428.01
1399680000000,449
1399939200000,442.45
1400198400000,446.53
1400457600000,446.89
1400716800000,493.97
1400976000000,527.91
1401235200000,572.7
1401494400000,621.3
1401753600000,662
1402012800000,661.48
1402272000000,657.11
1402531200000,624.97
1402790400000,572.28
1403049600000,608
1403308800000,593.48
1403568000000,588.25
1403827200000,577.34
1404086400000,599.99
1404345600000,650.49
1404604800000,631
1404864000000,624.97
1405123200000,634
1405382400000,621.21
1405641600000,625.8
1405900800000,627
1406160000000,620.43
1406419200000,595.9
1406678400000,585.5
1406937600000,595.76
1407196800000,588.5
1407456000000,585.02
1407715200000,590.74
1407974400000,549.98
1408233600000,523.88
1408492800000,490
1408752000000,515.69
1409011200000,501.55
1409270400000,506.61
1409529600000,478.87
1409788800000,474.5
1410048000000,479.59
1410307200000,473.35
1410566400000,474.62
1410825600000,470.83
1411084800000,425.56
1411344000000,401.15
1411603200000,423.68
1411862400000,400.39
1412121600000,390.18
1412380800000,358.9
1412640000000,327.61
1412899200000,363.61
1413158400000,380.8
1413417600000,394.84
1413676800000,391
1413936000000,385.89
1414195200000,358.49
1414454400000,350.9
1414713600000,345.3
1414972800000,324.36
1415232000000,338.63
1415491200000,346.94
1415750400000,369.41
1416009600000,399.11
1416268800000,388.87
1416528000000,356.47
1416787200000,367.12
1417046400000,366.86
1417305600000,375.59
1417564800000,379.62
1417824000000,376
1418083200000,362.99
1418342400000,348.97
1418601600000,357.8
1418860800000,321.34
1419120000000,331.52
1419379200000,336.95
1419638400000,329.94
1419897600000,313.4
1420156800000,314.81
1420416000000,263.17
1420675200000,297.99
1420934400000,275.97
1421193600000,222
1421452800000,208.13
1421712000000,216.01
1421971200000,233.51
1422230400000,254.32
1422489600000,236.2
1422748800000,219.25
1423008000000,227.53
1423267200000,222.36
1423526400000,219.93
1423785600000,222.33
1424044800000,234.18
1424304000000,237.44
1424563200000,245.41
1424822400000,239.94
1425081600000,252.11
1425340800000,275.87
1425600000000,273.11
1425859200000,275
1426118400000,296.56
1426377600000,282.2
1426636800000,284.48
1426896000000,262.1
1427155200000,265.99
1427414400000,249.23
1427673600000,242.34
1427932800000,246.49
1428192000000,253.67
1428451200000,253.9
1428710400000,236
1428969600000,223.01
1429228800000,227.5
1429488000000,222.61
1429747200000,233.59
1430006400000,226.29
1430265600000,225.2
1430524800000,230.97
1430784000000,238.25
1431043200000,237.16
1431302400000,239.11
1431561600000,235.97
1431820800000,236.63
1432080000000,231.4
1432339200000,238.8
1432598400000,235.59
1432857600000,236.44
1433116800000,228.34
1433376000000,225.4
1433635200000,224.99
1433894400000,228.88
1434153600000,229.6
1434412800000,236
1434672000000,248.26
1434931200000,243.55
1435190400000,240.2
1435449600000,251.21
1435708800000,262.43
1435968000000,256.12
1436227200000,268.53
1436486400000,269
1436745600000,310.55
1437004800000,285.66
1437264000000,276.74
1437523200000,276.76
1437782400000,289
1438041600000,293.93
1438300800000,288.45
1438560000000,282.26
1438819200000,281
1439078400000,262.22
1439337600000,270.98
1439596800000,265.93
1439856000000,256.66
1440115200000,235.31
1440374400000,228.14
1440633600000,225.04
1440892800000,229.63
1441152000000,227.97
1441411200000,230.73
1441670400000,240.47
1441929600000,238.81
1442188800000,230
1442448000000,228.33
1442707200000,230.25
1442966400000,230.42
1443225600000,235.22
1443484800000,239.14
1443744000000,238.03
1444003200000,238.4
1444262400000,243.01
1444521600000,245.72
1444780800000,249.98
1445040000000,262.26
1445299200000,263.59
1445558400000,274.35
1445817600000,282.8
1446076800000,304.79
1446336000000,310.18
1446595200000,404.5
1446854400000,373.69
1447113600000,380.62
1447372800000,340.81
1447632000000,318.97
1447891200000,333.66
1448150400000,326.31
1448409600000,319.64
1448668800000,358
1448928000000,377.27
1449187200000,361.47
1449446400000,387.3
1449705600000,416.49
1449964800000,436.2
1450224000000,463.98
1450483200000,463
1450742400000,438.35
1451001600000,456
1451260800000,422.42
1451520000000,428.23
1451779200000,432.76
1452038400000,432.43
1452297600000,452.64
1452556800000,447.98
1452816000000,429.55
1453075200000,380.16
1453334400000,420.35
1453593600000,385.09
1453852800000,391.66
1454112000000,378.18
1454371200000,371.99
1454630400000,388
1454889600000,375
1455148800000,379.14
1455408000000,389.88
1455667200000,407
1455926400000,419.98
1456185600000,436.76
1456444800000,423.46
1456704000000,431.89
1456963200000,422.5
1457222400000,399.17
1457481600000,412.15
1457740800000,420.11
1458000000000,414.99
1458259200000,418.49
1458518400000,411.81
1458777600000,417.96
1459036800000,416.96
1459296000000,415.83
1459555200000,416.31
1459814400000,419.71
1460073600000,419.95
1460332800000,420.75
1460592000000,423.87
1460851200000,430.58
1461110400000,435.95
1461369600000,447.7
1461628800000,462.5
1461888000000,449.98
1462147200000,453
1462406400000,446.84
1462665600000,459.02
1462924800000,450.78
1463184000000,455.82
1463443200000,454
1463702400000,436.05
1463961600000,438.47
1464220800000,448.7
1464480000000,526.64
1464739200000,531.97
1464998400000,567.88
1465257600000,583.72
1465516800000,574.32
1465776000000,665.85
1466035200000,693.88
1466294400000,751.96
1466553600000,664.46
1466812800000,665
1467072000000,651.85
1467331200000,667.95
1467590400000,656.97
1467849600000,673.76
1468108800000,647.41
1468368000000,664.5
1468627200000,663.19
1468886400000,673.46
1469145600000,664
1469404800000,661.48
1469664000000,655.37
1469923200000,654.68
1470182400000,530.74
1470441600000,572.72
1470700800000,591.69
1470960000000,586.01
1471219200000,567.34
1471478400000,570.92
1471737600000,577.52
1471996800000,581.98
1472256000000,577.77
1472515200000,571.5
1472774400000,571
1473033600000,603.95
1473292800000,615.33
1473552000000,621.65
1473811200000,608.82
1474070400000,607.04
1474329600000,608.66
1474588800000,594.08
1474848000000,598.98
1475107200000,603.85
1475366400000,612.98
1475625600000,607.18
1475884800000,614.74
1476144000000,614.77
1476403200000,634.02
1476662400000,638.97
1476921600000,627.72
1477180800000,653.25
1477440000000,651.45
1477699200000,685.91
1477958400000,697.01
1478217600000,683.69
1478476800000,709.96
1478736000000,721.5
1478995200000,702.28
1479254400000,711.73
1479513600000,748.98
1479772800000,736.97
1480032000000,735.64
1480291200000,727.31
1480550400000,742.05
1480809600000,762.97
1481068800000,758.99
1481328000000,769.08
1481587200000,777.99
1481846400000,775.88
1482105600000,788.67
1482364800000,834.97
1482624000000,892.6
1482883200000,930.34
1483142400000,958.12
1483401600000,1013.42
1483660800000,999.65
1483920000000,910.49
1484179200000,780.92
1484438400000,819.55
1484697600000,906.6
1484956800000,895.64
1485216000000,919.97
1485475200000,915.05
1485734400000,912.19
1485993600000,983.42
1486252800000,1034.07
1486512000000,1052.84
1486771200000,997.59
1487030400000,1001.2
1487289600000,1035.2
1487548800000,1050.87
1487808000000,1130.01
1488067200000,1150.37
1488326400000,1190.89
1488585600000,1287
1488844800000,1279.5
1489104000000,1192.09
1489363200000,1227.68
1489622400000,1257
1489881600000,967.69
1490140800000,1113
1490400000000,927.93
1490659200000,1041.04
1490918400000,1034.74
1491177600000,1079.99
1491436800000,1133.53
1491696000000,1184.03
1491955200000,1219.09
1492214400000,1170.36
1492473600000,1176.97
1492732800000,1236.63
1492992000000,1240.84
1493251200000,1288.02
1493510400000,1333
1493769600000,1447.55
1494028800000,1518.75
1494288000000,1651.1
1494547200000,1829
1494806400000,1780
1495065600000,1783.98
1495324800000,2008.84
1495584000000,2256.32
1495843200000,2279.82
1496102400000,2290.02
1496361600000,2409.93
1496620800000,2529.53
1496880000000,2683.03
1497139200000,2898.63
1497398400000,2706
1497657600000,2477.94
1497916800000,2600
1498176000000,2713.48
1498435200000,2502.03
1498694400000,2558.3
1498953600000,2421.26
1499212800000,2598.89
1499472000000,2502.86
1499731200000,2327.09
1499990400000,2338.49
1500249600000,1910.96
1500508800000,2265.21
1500768000000,2825.51
1501027200000,2564.3
1501286400000,2784.8
1501545600000,2862.9
1501804800000,2790
1502064000000,3210.2
1502323200000,3340.28
1502582400000,3868.52
1502841600000,4179.97
1503100800000,4104.71
1503360000000,3986.28
1503619200000,4331.77
1503878400000,4339.05
1504137600000,4582.52
1504396800000,4585.57
1504656000000,4385.02
1504915200000,4312.26
1505174400000,4198.59
1505433600000,3216.43
1505692800000,3678.53
1505952000000,3894.48
1506211200000,3777.62
1506470400000,3881
1506729600000,4164.27
1506988800000,4394.07
1507248000000,4318.58
1507507200000,4605.66
1507766400000,4822.17
1508025600000,5825.99
1508284800000,5594.66
1508544000000,5986.44
1508803200000,5900.59
1509062400000,5889.82
1509321600000,6136.49
1509580800000,6751.98
1509840000000,7365.99
1510099200000,7128.64
1510358400000,6569.22
1510617600000,6493.63
1510876800000,7868.77
1511136000000,8049.72
1511395200000,8236.72
1511654400000,8768.8
1511913600000,9919
1512172800000,10879.88
1512432000000,11591.22
1512691200000,16860.88
1512950400000,15068.95
1513209600000,16252.31
1513468800000,19279.9
1513728000000,17382.94
1513987200000,13776.61
1514246400000,13740.94
1514505600000,14214.01
1514764800000,13796
1515024000000,15039.24
1515283200000,17155.95
1515542400000,14437.42
1515801600000,13791.19
1516060800000,13554.14
1516320000000,11174.82
1516579200000,11513.42
1516838400000,11392.03
1517097600000,11431.37
1517356800000,10082.52
1517616000000,8852.73
1517875200000,6925.46
1518134400000,8245.08
1518393600000,8068.02
1518652800000,9471.64
1518912000000,11085.83
1519171200000,11245.98
1519430400000,10171.3
1519689600000,10319.46
1519948800000,10931.12
1520208000000,11516.83
1520467200000,9920.46
1520726400000,8777.37
1520985600000,9153.54
1521244800000,8297.89
1521504000000,8605.64
1521763200000,8725.37
1522022400000,8457.96
1522281600000,7950.61
1522540800000,6937.56
1522800000000,7426.48
1523059200000,6634.68
1523318400000,6784.41
1523577600000,7941.46
1523836800000,8368.1
1524096000000,8175.96
1524355200000,8930.6
1524614400000,9658.11
1524873600000,8928.55
1525132800000,9239.55
1525392000000,9753.35
1525651200000,9631.44
1525910400000,9310.37
1526169600000,8463.52
1526428800000,8471.06
1526688000000,8239.08
1526947200000,8396.63
1527206400000,7576.78
1527465600000,7344.56
1527724800000,7386.72
1527984000000,7637.14
1528243200000,7619.43
1528502400000,7615.54
1528761600000,6879.31
1529020800000,6637.41
1529280000000,6445.79
1529539200000,6760.83
1529798400000,6170.46
1530057600000,6097.46
1530316800000,6223.28
1530576000000,6626.44
1530835200000,6555.51
1531094400000,6724.04
1531353600000,6403.18
1531612800000,6248.84
1531872000000,7321.62
1532131200000,7334.99
1532390400000,7715.1
1532649600000,7939.81
1532908800000,8220.91
1533168000000,7607.7
1533427200000,7011.28
1533686400000,6718.23
1533945600000,6138.96
1534204800000,6252.13
1534464000000,6312.75
1534723200000,6486.58
1534982400000,6354.57
1535241600000,6738.27
1535500800000,7078.19
1535760000000,7018.78
1536019200000,7265.08
1536278400000,6501.19
1536537600000,6240.98
1536796800000,6326.04
1537056000000,6522.39
1537315200000,6342.39
1537574400000,6756.12
1537833600000,6583.45
1538092800000,6686.08
1538352000000,6611.02
1538611200000,6483.73
1538870400000,6573.62
1539129600000,6626.85
1539388800000,6247
1539648000000,6599.17
1539907200000,6509.61
1540166400000,6504.78
1540425600000,6489.77
1540684800000,6457.21
1540944000000,6301.61
1541203200000,6390.42
1541462400000,6437.76
1541721600000,6444.97
1541980800000,6408.53
1542240000000,5756.77
1542499200000,5572.44
1542758400000,4491.98
1543017600000,4352.98
1543276800000,3793.35
1543536000000,4278.77
1543795200000,4140.6
1544054400000,3744.98
1544313600000,3453.66
1544572800000,3407.28
1544832000000,3242.42
1545091200000,3556.54
1545350400000,4135.19
1545609600000,3995.17
1545868800000,3848.21
1546128000000,3770.36
1546387200000,3855.88
1546646400000,3856.62
1546905600000,4032.25
1547164800000,3646.25
1547424000000,3531.96
1547683200000,3621.43
1547942400000,3703.98
1548201600000,3587.35
1548460800000,3577.79
1548720000000,3448.58
1548979200000,3444.81
1549238400000,3456.02
1549497600000,3405.7
1549756800000,3664.38
1550016000000,3632.42
1550275200000,3608.2
1550534400000,3910.8
1550793600000,3944.88
1551052800000,3766.89
1551312000000,3833.23
1551571200000,3831.44
1551830400000,3872.25
1552089600000,3875.96
1552348800000,3881.09
1552608000000,3885.21
1552867200000,3994.92
1553126400000,4056.4
1553385600000,4011.92
1553644800000,3947.74
1553904000000,4115.55
1554163200000,4152.53
1554422400000,4911.24
1554681600000,5189.39
1554940800000,5310.18
1555200000000,5064.62
1555459200000,5196.65
1555718400000,5277.04
1555977600000,5377.19
1556236800000,5195.61
1556496000000,5301.29
1556755200000,5326.67
1557014400000,5771.08
1557273600000,5755.72
1557532800000,6348.02
1557792000000,7823.11
1558051200000,7885.96
1558310400000,8193.7
1558569600000,7625.93
1558828800000,8071.45
1559088000000,8719.88
1559347200000,8553.81
1559606400000,8134.92
1559865600000,7803.23
1560124800000,7640.61
1560384000000,8173.06
1560643200000,8859.47
1560902400000,9076.18
1561161600000,10209.38
1561420800000,11017.5
1561680000000,11132.85
1561939200000,10737.73
1562198400000,11984.76
1562457600000,11232.04
1562716800000,12586.78
1562976000000,11803.97
1563235200000,10873.5
1563494400000,10638.56
1563753600000,10587.41
1564012800000,9772.17
1564272000000,9473.99
1564531200000,9589.13
1564790400000,10529.55
1565049600000,11787.99
1565308800000,11996.41
1565568000000,11566.84
1565827200000,10016.96
1566086400000,10214.52
1566345600000,10760.56
1566604800000,10405.81
1566864000000,10360.28
1567123200000,9484.55
1567382400000,9769.79
1567641600000,10584.16
1567900800000,10487.21
1568160000000,10101.03
1568419200000,10363.9
1568678400000,10265.63
1568937600000,10275.88
1569196800000,10033.05
1569456000000,8432.23
1569715200000,8225
1569974400000,8322.92
1570233600000,8155.48
1570492800000,8212.02
1570752000000,8586.9
1571011200000,8283.76
1571270400000,8002.51
1571529600000,7960.04
1571788800000,8026.76
1572048000000,8666.79
1572307200000,9218.76
1572566400000,9147.98
1572825600000,9206.16
1573084800000,9343.34
1573344000000,8809.41
1573603200000,8801.52
1573862400000,8457.69
1574121600000,8175.99
1574380800000,7617.07
1574640000000,6907.4
1574899200000,7523.83
1575158400000,7557.72
1575417600000,7296.77
1575676800000,7547.19
1575936000000,7337.42
1576195200000,7189.16
1576454400000,7111.14
1576713600000,7284.29
1576972800000,7143.2
1577232000000,7250.69
1577491200000,7243.93
1577750400000,7219.6
1578009600000,6944.33
1578268800000,7351.57
1578528000000,8042.65
1578787200000,8021.49
1579046400000,8842.42
1579305600000,8900.34
1579564800000,8626.47
1579824000000,8388.11
1580083200000,8588.42
1580342400000,9279.81
1580601600000,9378.09
1580860800000,9162.14
1581120000000,9807.54
1581379200000,9854.79
1581638400000,10242.43
1581897600000,9937.67
1582156800000,9604.72
1582416000000,9669.63
1582675200000,9309.15
1582934400000,8712.35
1583193600000,8912.82
1583452800000,9067.39
1583712000000,8039.38
1583971200000,7936.65
1584230400000,5166.26
1584489600000,5357.61
1584748800000,6226.44
1585008000000,6502.16
1585267200000,6763.75
1585526400000,5885.41
1585785600000,6652.87
1586044800000,6871.69
1586304000000,7205.55
1586563200000,6873.24
1586822400000,6857.66
1587081600000,7112.27
1587340800000,7130.04
1587600000000,7130.99
1587859200000,7549.52
1588118400000,7765.33
1588377600000,8824.66
1588636800000,8885.93
1588896000000,10002.48
1589155200000,8754.46
1589414400000,9305.93
1589673600000,9385.7
1589932800000,9785.74
1590192000000,9167.26
1590451200000,8899.66
1590710400000,9569.21
1590969600000,9450.84
1591228800000,9658.04
1591488000000,9670.43
1591747200000,9775.15
1592006400000,9459.97
1592265600000,9426.7
1592524800000,9380.03
1592784000000,9284.78
1593043200000,9276.58
1593302400000,9004.23
1593561600000,9133.97
1593820800000,9072.42
1594080000000,9348.91
1594339200000,9238.04
1594598400000,9295.9
1594857600000,9193.51
1595116800000,9174.71
1595376000000,9392.66
1595635200000,9551.28
1595894400000,11042.4
